City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
286,nago,26.5881,127.9761,29.43,80,100,5.09,JP,1726368280
287,novo aripuana,-5.1206,-60.3797,28.38,49,20,1.28,BR,1726368281
288,ugoofaaru,5.6667,73.0,28.01,77,33,3.83,MV,1726368282
289,cromer,52.9312,1.2989,11.0,79,89,5.85,GB,1726368283
290,yarmouth,41.7057,-70.2286,18.32,94,0,0.89,US,1726368285
291,vadso,70.0744,29.7487,4.09,93,100,1.54,NO,1726368286
292,vernon,50.2581,-119.2691,16.91,68,98,3.09,CA,1726368287
293,banda aceh,5.5577,95.3222,29.98,63,100,7.17,ID,1726368288
294,quatre cocos,-20.2078,57.7625,21.06,68,97,8.76,MU,1726368289
295,la romana,18.4273,-68.9728,26.2,94,40,0.0,DO,1726368290
296,new plymouth,-39.0667,174.0833,16.0,100,31,6.64,NZ,1726368291
297,teonthar,24.9833,81.65,28.08,75,98,4.12,IN,1726368292
298,vila velha,-20.3297,-40.2925,23.97,84,20,3.6,BR,1726368293
299,san luis de la loma,17.2706,-100.8939,27.49,85,100,0.96,MX,1726368295
300,kindu,-2.95,25.95,20.7,67,23,1.21,CD,1726368296
301,kerema,-7.9631,145.7785,27.12,86,40,4.52,PG,1726368297
302,cobija,-11.0267,-68.7692,29.96,40,83,0.41,BO,1726368298
303,errachidia,31.9275,-4.4285,24.03,46,0,1.54,MA,1726368299
304,manicore,-5.8092,-61.3003,29.9,38,52,1.25,BR,1726368300
305,pau brasil,-15.4642,-39.6511,18.69,98,8,0.57,BR,1726368301
306,leua,48.2156,18.6071,10.48,93,100,4.41,SK,1726368302
307,polyarnyye zori,67.3661,32.4981,7.04,98,100,2.17,RU,1726368304
308,nagqu,31.5,92.0,10.81,56,15,3.35,CN,1726368305
309,dodge city,37.7528,-100.0171,25.69,57,0,4.63,US,1726368306
310,bambanglipuro,-7.95,110.2833,28.62,56,6,6.51,ID,1726368308
311,saraktash,51.7866,51.7866,14.1,71,18,3.18,RU,1726368309
312,flying fish cove,-10.4217,105.6791,26.82,83,100,4.63,CX,1726368310
313,lodeynoye pole,60.726,33.5531,12.24,77,81,2.26,RU,1726368311
314,namtsy,62.7161,129.6658,7.58,44,6,3.68,RU,1726368313
315,vilyuchinsk,52.9306,158.4028,16.15,52,94,5.34,RU,1726368314
316,carnarvon,-24.8667,113.6333,27.48,25,0,9.46,AU,1726368315
317,tafuna,-14.3358,-170.72,29.97,74,75,5.14,AS,1726368316
318,dondo,-19.6094,34.7431,21.73,87,2,2.33,MZ,1726368317
319,guerrero negro,27.9769,-114.0611,19.7,77,0,6.34,MX,1726368318
320,kayangel,8.0823,134.7173,29.06,79,100,9.85,PW,1726368321
321,trincomalee,8.5711,81.2335,29.62,69,64,9.09,LK,1726368322
322,labrador city,52.9463,-66.9114,10.1,63,75,4.92,CA,1726368323
323,puerto deseado,-47.7503,-65.8938,9.71,50,100,10.01,AR,1726368324
324,palikir - national government center,6.9248,158.1611,32.41,58,75,4.12,FM,1726368325
325,kavaratti,10.5669,72.642,26.24,88,100,4.21,IN,1726368327
326,tromso,69.6496,18.957,10.01,76,75,3.6,NO,1726368328
327,lundazi,-12.2929,33.1782,18.97,45,7,3.73,ZM,1726368330
328,colonia rincon viejo,16.9,-95.05,25.37,95,100,0.99,MX,1726368331
329,dhidhdhoo,6.8833,73.1,27.93,77,29,4.16,MV,1726368332
330,harper,4.375,-7.7169,23.88,83,100,4.48,LR,1726368334
331,tindouf,27.6711,-8.1474,29.13,21,0,2.29,DZ,1726368335
332,svay rieng,11.0879,105.7993,27.97,72,100,6.16,KH,1726368336
333,san juan,-31.5375,-68.5364,18.8,30,0,8.79,AR,1726368337
334,lompoc,34.6391,-120.4579,15.94,85,100,3.6,US,1726368338
335,itacarambi,-15.1022,-44.0919,22.77,41,2,0.61,BR,1726368340
336,kone,-21.0595,164.8658,28.52,43,0,5.17,NC,1726368341
337,marsa alam,25.0757,34.8918,28.64,57,2,5.47,EG,1726368342
338,kolokani,13.5728,-8.0339,21.89,91,74,2.67,ML,1726368343
339,mossel bay,-34.1831,22.146,11.96,89,2,3.04,ZA,1726368346
340,margate,51.3813,1.3862,9.83,86,6,3.94,GB,1726368347
341,yamada,39.4667,141.95,29.9,57,100,3.05,JP,1726368348
342,aden,12.7794,45.0367,29.75,84,98,3.54,YE,1726368349
343,dahab,28.501,34.5134,27.24,54,0,6.7,EG,1726368350
344,murwillumbah,-28.3167,153.4,23.01,53,25,6.69,AU,1726368351
345,chibougamau,49.9168,-74.3659,14.79,88,0,1.03,CA,1726368353
346,turabah,21.2141,41.6331,27.66,48,60,3.43,SA,1726368355
347,usogorsk,63.4106,48.6872,15.4,83,99,1.66,RU,1726368356
348,gobabis,-22.45,18.9667,14.96,10,13,4.16,NA,1726368357
349,asau,46.4333,26.4,8.37,90,4,2.44,RO,1726368359
350,egilsstadir,65.2653,-14.3948,4.95,87,100,9.77,IS,1726368360
351,iskateley,67.6803,53.1512,16.05,78,92,3.9,RU,1726368362
352,saldanha,-33.0117,17.9442,13.03,89,1,3.49,ZA,1726368363
353,urzhar,47.093,81.6294,15.67,34,0,1.75,KZ,1726368364
354,cortland,42.6001,-76.083,16.51,95,0,0.0,US,1726368365
355,guiuan,11.0333,125.7247,28.83,77,22,12.62,PH,1726368366
356,olinda,-8.0089,-34.8553,25.85,73,40,4.63,BR,1726368367
357,tucumcari,35.1717,-103.725,25.91,31,0,4.12,US,1726368369
358,norilsk,69.3535,88.2027,3.64,63,80,1.28,RU,1726368370
359,conde,-7.2597,-34.9075,22.7,88,40,2.57,BR,1726368371
360,pervomayskoye,43.919,46.7102,16.45,89,0,3.85,RU,1726368372
361,kourou,5.1552,-52.6478,25.57,83,27,3.96,GF,1726368373
362,mahanoro,-19.9,48.8,20.0,83,88,1.43,MG,1726368375
363,sitangkai,4.6628,119.3928,28.59,73,100,10.18,PH,1726368377
364,bagayevskaya,47.32,40.38,16.97,34,0,6.75,RU,1726368378
365,sona,45.4388,10.8255,21.51,23,0,1.54,IT,1726368379
366,oratorio,14.2281,-90.1758,20.32,97,99,1.08,GT,1726368380
367,minas de marcona,-15.2119,-75.1103,9.56,90,65,6.19,PE,1726368381
368,karystos,38.0133,24.4161,23.01,41,25,0.89,GR,1726368382
369,bagua grande,-5.7561,-78.4411,29.05,49,69,0.85,PE,1726368383
370,sungai penuh,-2.0833,101.3833,21.67,91,97,2.11,ID,1726368385
371,happy valley-goose bay,53.3168,-60.3315,8.17,76,20,1.54,CA,1726368386
372,wiefelstede,53.2574,8.1159,7.74,87,76,2.92,DE,1726368387
373,kilju,40.9642,129.3278,17.83,81,100,1.03,KP,1726368388
374,lae,-6.7221,146.9847,27.16,66,35,3.63,PG,1726368389
375,koryazhma,61.3143,47.1691,15.82,89,100,0.89,RU,1726368390
376,quellon,-43.1167,-73.6167,5.82,91,99,3.26,CL,1726368391
377,picui,-6.5106,-36.3469,19.35,85,0,9.61,BR,1726368392
378,porto novo,6.4965,2.6036,25.9,96,100,1.98,BJ,1726368394
379,ponta delgada,37.7333,-25.6667,18.4,82,20,2.57,PT,1726368395
380,aras-asan,8.8908,126.3033,31.42,57,100,2.81,PH,1726368396
381,sitka,57.0531,-135.33,13.94,77,20,1.54,US,1726368397
382,priargunsk,50.3691,119.1012,19.39,39,84,4.98,RU,1726368398
383,wynyard,-41.0,145.7167,13.44,58,5,0.45,AU,1726368399
384,parabel',58.6978,81.4825,6.4,57,1,6.07,RU,1726368400
385,zyryanskoye,56.8306,86.6258,4.17,76,7,4.46,RU,1726368401
386,yeraliyev,43.2,51.65,18.16,39,3,3.67,KZ,1726368403
387,zeya,53.75,127.2667,16.76,40,26,1.77,RU,1726368404
388,marco island,25.9363,-81.7157,26.67,95,4,2.93,US,1726368405
389,yuzhno-kurilsk,44.0306,145.8556,16.5,92,100,4.7,RU,1726368406
390,sengiley,53.9622,48.7944,14.3,69,32,2.07,RU,1726368407
391,torghay,49.6339,63.4981,16.65,58,99,5.38,KZ,1726368408
392,banikoara,11.2985,2.4386,22.52,96,100,1.28,BJ,1726368409
393,maryville,35.7565,-83.9705,24.11,66,40,2.57,US,1726368412
394,bel ombre,-4.6167,55.4167,24.91,83,40,5.14,SC,1726368413
395,fort mcmurray,56.7268,-111.381,14.73,72,100,1.03,CA,1726368414
396,palangkaraya,-2.2,113.8333,32.11,40,61,2.03,ID,1726368415
397,saint john,45.2727,-66.0677,9.57,93,0,1.03,CA,1726368416
398,sao sebastiao do paraiso,-20.9169,-46.9914,21.4,35,10,1.76,BR,1726368417
399,dumai,1.6833,101.45,28.23,82,100,1.11,ID,1726368419
400,katsuura,35.1333,140.3,28.88,75,34,7.98,JP,1726368420
401,punta gorda,26.9298,-82.0454,26.03,93,100,4.12,US,1726368421
402,nola,40.922,14.5329,17.02,76,23,0.49,IT,1726368422
403,daru,-9.0763,143.2092,25.56,89,86,8.43,PG,1726368423
404,horta,38.5333,-28.6333,20.01,85,8,2.24,PT,1726368424
405,neon karlovasion,37.7903,26.7044,24.39,73,33,3.48,GR,1726368425
406,leer,53.2316,7.461,7.75,93,85,2.77,DE,1726368426
407,ad dilam,23.9915,47.1627,28.77,30,2,2.82,SA,1726368428
408,turaif,31.6725,38.6637,18.14,72,0,5.14,SA,1726368429
409,sodo,6.8642,37.7628,13.77,89,100,0.41,ET,1726368430
410,tolanaro,-25.0319,46.9987,20.04,83,20,7.2,MG,1726368431
411,port saint john's,-31.6229,29.5448,18.09,85,100,5.87,ZA,1726368432
412,nikko,36.75,139.6167,27.0,79,79,2.34,JP,1726368433
413,chernyshevskiy,63.0128,112.4714,3.1,62,82,4.68,RU,1726368434
414,port alfred,-33.5906,26.891,15.66,93,89,1.39,ZA,1726368437
415,mana,5.6592,-53.7767,26.03,84,55,5.26,GF,1726368438
416,ongjin,37.9347,125.3619,27.45,77,57,2.75,KP,1726368439
417,cidreira,-30.1811,-50.2056,12.89,87,16,2.59,BR,1726368440
418,pionerskiy,54.9508,20.2275,16.91,93,100,11.25,RU,1726368441
419,cam ranh,11.9214,109.1591,29.98,70,20,2.57,VN,1726368442
420,saint-philippe,-21.3585,55.7679,18.99,68,54,5.36,RE,1726368444
421,pimentel,-6.8367,-79.9342,16.16,88,40,7.72,PE,1726368445
422,cottage grove,44.8277,-92.9438,23.12,87,100,1.54,US,1726368446
423,el calafate,-50.3408,-72.2768,2.64,83,13,3.53,AR,1726368447
424,al jawf,29.5,38.75,21.36,53,0,3.37,SA,1726368448
425,klobuck,50.9008,18.9367,14.47,81,100,10.05,PL,1726368449
426,fort saskatchewan,53.7168,-113.2187,12.65,94,100,1.03,CA,1726368450
427,maragogi,-9.0122,-35.2225,22.28,85,15,2.5,BR,1726368452
428,okhotsk,59.3833,143.3,11.64,53,96,8.32,RU,1726368453
429,corner brook,48.9667,-57.9484,7.11,96,19,1.55,CA,1726368454
430,inhambane,-23.865,35.3833,20.99,91,0,1.28,MZ,1726368455
431,hirara,24.8,125.2833,30.92,79,75,3.09,JP,1726368456
432,kapa'a,22.0752,-159.319,29.18,67,20,7.72,US,1726368457
433,ta`u,-14.2336,-169.5144,26.64,83,40,6.78,AS,1726368458
434,nikolayevsk-on-amure,53.1406,140.73,16.53,48,13,4.22,RU,1726368459
435,ust-tsilma,65.441,52.1498,15.26,93,99,2.01,RU,1726368461
436,big rapids,43.6981,-85.4837,20.18,77,0,0.0,US,1726368462
437,nova olinda do norte,-3.8881,-59.0942,29.41,43,72,1.58,BR,1726368463
438,vostochnyy,55.8167,37.8667,15.23,100,70,2.38,RU,1726368464
439,griffith,41.5284,-87.4237,23.86,73,0,2.06,US,1726368466
440,hammerfest,70.6634,23.6821,8.25,93,60,1.54,NO,1726368467
441,rudbar,30.15,62.6,24.09,22,6,3.63,AF,1726368469
442,bodaybo,57.8506,114.1933,14.11,57,51,1.08,RU,1726368470
443,nakambala,-15.8324,27.7799,21.42,31,0,2.98,ZM,1726368471
444,platteville,42.7342,-90.4785,23.41,73,0,3.09,US,1726368472
445,tangalle,6.024,80.7911,29.18,70,34,6.08,LK,1726368473
446,haiku-pauwela,20.9219,-156.3051,28.01,65,20,12.96,US,1726368474
447,itigi,-5.7,34.4833,17.06,60,0,3.49,TZ,1726368476
448,ciudad obregon,27.4833,-109.9333,27.96,76,62,3.42,MX,1726368477
449,sunne,59.8376,13.143,6.27,65,100,0.55,SE,1726368478
450,gadzhiyevo,69.2551,33.3362,9.54,83,100,1.17,RU,1726368479
451,yerofey pavlovich,53.9667,121.9667,14.66,42,6,2.04,RU,1726368480
452,morehead city,34.7229,-76.726,23.35,93,100,4.63,US,1726368481
453,ad dabbah,18.05,30.95,34.65,16,94,7.29,SD,1726368482
454,salinopolis,-0.6136,-47.3561,26.45,80,21,5.93,BR,1726368484
455,port blair,11.6667,92.75,29.02,84,75,5.66,IN,1726368485
456,ormara,25.2088,64.6357,26.91,75,100,5.11,PK,1726368486
457,huambo,-12.7761,15.7392,17.12,58,21,1.68,AO,1726368487
458,ostersund,63.1792,14.6357,6.25,83,52,4.12,SE,1726368488
459,ust'-ilimsk,58.0006,102.6619,5.28,93,96,4.7,RU,1726368489
460,port lincoln,-34.7333,135.8667,12.42,51,1,8.34,AU,1726368491
461,beihai,21.4833,109.1,28.88,74,100,0.56,CN,1726368492
462,kale,50.9581,1.8521,14.33,74,6,4.22,FR,1726368493
463,luganville,-15.5333,167.1667,26.85,79,57,4.54,VU,1726368494
464,bangassou,4.7413,22.8184,20.02,99,100,0.26,CF,1726368495
465,aransas pass,27.9095,-97.15,29.43,86,0,4.63,US,1726368241
466,vorgashor,67.5833,63.95,13.01,88,25,4.92,RU,1726368498
467,natal,-5.795,-35.2094,23.12,83,40,3.09,BR,1726368499
468,nova vicosa,-17.8919,-39.3719,22.55,83,0,3.52,BR,1726368500
469,ende,-8.8432,121.6623,30.12,46,55,3.88,ID,1726368502
470,khuzdar,27.7384,66.6434,23.4,55,0,1.82,PK,1726368503
471,neyshabur,36.2133,58.7958,18.3,29,69,0.4,IR,1726368505
472,hulan ergi,47.2042,123.6333,22.86,34,8,3.94,CN,1726368506
473,todos santos,23.45,-110.2167,24.69,78,56,1.94,MX,1726368507
474,el nido,11.1858,119.3956,26.75,94,100,0.45,PH,1726368508
475,pandan,14.0453,124.1694,29.26,73,97,6.85,PH,1726368509
476,akrehamn,59.2667,5.1833,14.14,94,100,6.17,NO,1726368511
477,nagato,34.3833,131.2,30.95,67,92,5.88,JP,1726368512
478,estevan,49.1334,-102.9842,20.12,59,40,0.72,CA,1726368513
479,fort st. john,56.2499,-120.8529,12.94,82,75,2.57,CA,1726368281
480,tumen,42.9661,129.8425,19.63,45,3,1.73,CN,1726368515
481,muang khong,14.1167,105.85,25.19,95,100,0.95,LA,1726368516
482,boa vista,2.8197,-60.6733,25.99,89,75,1.54,BR,1726368518
483,caarapo,-22.6342,-54.8222,18.42,88,99,3.4,BR,1726368519
484,khovd,48.0056,91.6419,10.4,26,0,1.37,MN,1726368520
485,ishinomaki,38.4167,141.3,28.02,78,75,1.63,JP,1726368521
486,tabou,4.423,-7.3528,23.75,84,100,4.46,CI,1726368522
487,brindisi,40.5833,17.6667,13.2,53,57,3.21,IT,1726368523
488,newcastle,-32.9272,151.7765,16.94,50,75,9.26,AU,1726368459
489,lata,40.1629,-8.3327,13.82,42,12,1.97,PT,1726368526
490,isla mujeres,21.2311,-86.731,28.03,81,16,3.55,MX,1726368527
491,mount isa,-20.7333,139.5,30.87,25,0,5.14,AU,1726368529
492,barcelos,41.5388,-8.6151,14.85,33,20,2.39,PT,1726368530
493,sinop,41.7711,34.8709,18.63,62,100,3.15,TR,1726368531
494,martapura,-3.4167,114.85,32.05,51,20,4.63,ID,1726368532
495,el prat de llobregat,41.3278,2.0947,19.97,60,0,2.29,ES,1726368534
496,fortuna,40.5982,-124.1573,15.52,94,75,4.12,US,1726368535
497,kazanskoye,55.6448,69.235,14.07,85,82,3.27,RU,1726368536
498,saint-georges,12.0564,-61.7485,27.82,89,40,5.14,GD,1726368537
499,redlynch,-16.8833,145.7,26.17,69,100,6.69,AU,1726368538
500,turkmenbasy,40.0222,52.9552,14.43,33,0,0.0,TM,1726368539
501,cabedelo,-6.9811,-34.8339,23.37,84,37,4.27,BR,1726368541
502,cudalbi,45.7833,27.7,13.56,64,56,3.68,RO,1726368542
503,sedlcany,49.6606,14.4266,10.62,80,100,8.8,CZ,1726368543
504,tomohon,1.3346,124.8392,28.52,44,100,0.64,ID,1726368545
505,san pedro,14.35,121.0167,29.62,87,75,5.66,PH,1726368546
506,linjiang,41.8069,126.9078,20.57,48,90,1.17,CN,1726368547
507,coruripe,-10.1256,-36.1756,21.96,82,1,3.6,BR,1726368548
508,emerald,-23.5333,148.1667,25.75,35,0,3.89,AU,1726368550
509,port douglas,-16.4833,145.4667,24.18,74,56,6.2,AU,1726368551
510,tual,-5.6667,132.75,26.38,85,50,6.19,ID,1726368552
511,malpica,43.3228,-8.8105,11.24,100,3,3.1,ES,1726368553
512,xunchang,28.4543,104.715,29.25,67,9,0.81,CN,1726368555
513,tofol,5.3248,163.0078,28.88,84,100,2.57,FM,1726368556
514,manawar,22.2333,75.0833,24.95,79,12,3.47,IN,1726368558
515,cluain meala,52.355,-7.7039,15.28,98,100,3.26,IE,1726368559
516,tallulah,32.4085,-91.1868,22.0,88,0,1.54,US,1726368560
517,talcahuano,-36.7167,-73.1167,9.82,81,0,6.69,CL,1726368561
518,aykol,38.1751,77.2132,24.47,23,100,2.31,CN,1726368562
519,chardara,41.2547,67.9692,19.27,29,10,2.16,KZ,1726368563
520,leava,-14.3,-178.1667,27.26,79,11,5.32,WF,1726368564
521,chengam,12.3,78.8,28.47,57,42,4.98,IN,1726368565
522,bonthe,7.5264,-12.505,24.4,91,87,2.1,SL,1726368567
523,bucerias,20.75,-105.3333,29.99,74,75,1.03,MX,1726368568
524,sulak,43.2734,47.5146,19.86,65,0,2.75,RU,1726368569
525,cockburn town,21.4612,-71.1419,29.18,80,2,5.54,TC,1726368570
526,guixi,28.2886,117.2133,26.91,81,76,3.93,CN,1726368571
527,iwanai,42.9744,140.5089,18.93,72,100,4.08,JP,1726368572
528,oravita,45.0325,21.6894,9.76,94,100,4.06,RO,1726368573
529,celestun,20.8667,-90.4,27.89,79,52,5.69,MX,1726368575
530,madaba,31.5833,35.6667,23.16,75,5,3.47,JO,1726368576
531,khandyga,62.6667,135.6,6.73,55,100,1.48,RU,1726368577
532,geraldton,-28.7667,114.6,24.23,29,0,10.8,AU,1726368578
533,zaozersk,69.4005,32.4476,7.77,85,100,0.77,RU,1726368579
534,wewak,-3.5534,143.6268,30.1,67,89,2.48,PG,1726368581
535,santa maria del oro,25.9333,-105.3667,16.15,89,100,1.9,MX,1726368582
536,tornio,65.8481,24.1466,4.01,68,99,2.58,FI,1726368584
537,tsiombe,-25.3,45.4833,21.08,70,0,2.57,MG,1726368585
538,usinsk,65.9939,57.5281,15.5,87,90,4.08,RU,1726368586
539,grand-bassam,5.2118,-3.7388,24.98,88,100,4.18,CI,1726368587
540,broken hill,-31.95,141.4333,13.82,25,0,9.65,AU,1726368588
541,edeia,-17.3383,-49.9314,27.0,29,73,3.45,BR,1726368589
542,kiomboi,-4.2667,34.3667,15.96,61,5,3.98,TZ,1726368590
543,la sarre,48.8002,-79.1996,18.16,80,100,2.9,CA,1726368592
544,nadym,65.5333,72.5167,5.48,55,8,2.51,RU,1726368593
545,alotau,-10.3069,150.4462,27.71,77,86,3.74,PG,1726368594
546,storozhevaya,43.8789,41.4514,12.7,88,0,1.86,RU,1726368595
547,at taj,24.2049,23.2857,28.93,32,4,3.46,LY,1726368596
548,murun-kuren,49.6342,100.1625,5.9,83,45,9.02,MN,1726368597
549,upata,8.0086,-62.3989,23.66,88,51,1.26,VE,1726368598
550,alagoinhas,-12.1356,-38.4192,18.52,97,2,1.31,BR,1726368599
551,siwa oasis,29.2041,25.5195,28.11,48,0,3.77,EG,1726368601
552,mutuali,-14.8706,37.0044,20.57,57,5,1.03,MZ,1726368602
553,onguday,50.75,86.15,7.08,80,24,0.68,RU,1726368603
554,rio de janeiro,-22.9028,-43.2075,24.98,73,0,2.06,BR,1726368604
555,faaa,-17.55,-149.6,22.98,94,75,10.28,PF,1726368605
556,boyolangu,-8.1181,111.8935,29.26,49,77,5.14,ID,1726368606
557,curillo,1.0333,-75.9191,24.26,74,7,0.93,CO,1726368607
558,santanyi,39.3546,3.1291,18.85,60,0,2.39,ES,1726368609
559,camargo,27.6667,-105.1667,17.98,84,100,1.45,MX,1726368610
560,fatezh,52.0891,35.8632,15.05,35,0,4.88,RU,1726368611
561,pierre,44.3683,-100.351,20.51,83,40,5.66,US,1726368612
562,zalingei,12.9096,23.4741,22.74,81,87,1.78,SD,1726368613
563,hanzhong,33.0728,107.0303,26.49,70,67,3.44,CN,1726368614
564,polyarnyy,69.1989,33.4478,9.67,84,100,1.22,RU,1726368615
565,aldama,22.9167,-98.0667,25.12,95,91,1.67,MX,1726368616
566,oriental,19.3667,-97.6167,16.71,82,54,0.49,MX,1726368618
567,pariaman,-0.619,100.12,29.03,72,97,0.85,ID,1726368619
568,kongwa,-6.2,36.4167,15.18,88,1,1.91,TZ,1726368620
569,brookings,44.3114,-96.7984,21.77,80,4,6.81,US,1726368437
570,esperanza,19.5847,-70.9849,25.72,96,100,0.75,DO,1726368622
571,masterton,-40.9597,175.6575,13.45,76,66,2.15,NZ,1726368623
